,index,country,total_case,total_recovered,total_death,daily_cases,daily_recovered,daily_death,existing_case
3459,2020-04-30,Canada,54457,21424,3310,-1592,-1097,-155,29723
3460,2020-05-01,Canada,56343,22764,3537,-1886,-1340,-227,30042
3461,2020-05-02,Canada,57926,23814,3684,-1583,-1050,-147,30428
3462,2020-05-03,Canada,60504,24921,3795,-2578,-1107,-111,31788
3463,2020-05-04,Canada,61957,26030,4003,-1453,-1109,-208,31924
3464,2020-05-05,Canada,63215,27006,4190,-1258,-976,-187,32019
3466,2020-01-23,Central African Republic,0,0,0,0,0,0,0
3467,2020-01-24,Central African Republic,0,0,0,0,0,0,0
3468,2020-01-25,Central African Republic,0,0,0,0,0,0,0
3469,2020-01-26,Central African Republic,0,0,0,0,0,0,0
3470,2020-01-27,Central African Republic,0,0,0,0,0,0,0
3471,2020-01-28,Central African Republic,0,0,0,0,0,0,0
3472,2020-01-29,Central African Republic,0,0,0,0,0,0,0
3473,2020-01-30,Central African Republic,0,0,0,0,0,0,0
3474,2020-01-31,Central African Republic,0,0,0,0,0,0,0
3475,2020-02-01,Central African Republic,0,0,0,0,0,0,0
3476,2020-02-02,Central African Republic,0,0,0,0,0,0,0
3477,2020-02-03,Central African Republic,0,0,0,0,0,0,0
3478,2020-02-04,Central African Republic,0,0,0,0,0,0,0
3479,2020-02-05,Central African Republic,0,0,0,0,0,0,0
3480,2020-02-06,Central African Republic,0,0,0,0,0,0,0
3481,2020-02-07,Central African Republic,0,0,0,0,0,0,0
3482,2020-02-08,Central African Republic,0,0,0,0,0,0,0
3483,2020-02-09,Central African Republic,0,0,0,0,0,0,0
3484,2020-02-10,Central African Republic,0,0,0,0,0,0,0
3485,2020-02-11,Central African Republic,0,0,0,0,0,0,0
3486,2020-02-12,Central African Republic,0,0,0,0,0,0,0
3487,2020-02-13,Central African Republic,0,0,0,0,0,0,0
3488,2020-02-14,Central African Republic,0,0,0,0,0,0,0
3489,2020-02-15,Central African Republic,0,0,0,0,0,0,0
3490,2020-02-16,Central African Republic,0,0,0,0,0,0,0
3491,2020-02-17,Central African Republic,0,0,0,0,0,0,0
3492,2020-02-18,Central African Republic,0,0,0,0,0,0,0
3493,2020-02-19,Central African Republic,0,0,0,0,0,0,0
3494,2020-02-20,Central African Republic,0,0,0,0,0,0,0
3495,2020-02-21,Central African Republic,0,0,0,0,0,0,0
3496,2020-02-22,Central African Republic,0,0,0,0,0,0,0
3497,2020-02-23,Central African Republic,0,0,0,0,0,0,0
3498,2020-02-24,Central African Republic,0,0,0,0,0,0,0
3499,2020-02-25,Central African Republic,0,0,0,0,0,0,0
3500,2020-02-26,Central African Republic,0,0,0,0,0,0,0
3501,2020-02-27,Central African Republic,0,0,0,0,0,0,0
3502,2020-02-28,Central African Republic,0,0,0,0,0,0,0
3503,2020-02-29,Central African Republic,0,0,0,0,0,0,0
3504,2020-03-01,Central African Republic,0,0,0,0,0,0,0
3505,2020-03-02,Central African Republic,0,0,0,0,0,0,0
3506,2020-03-03,Central African Republic,0,0,0,0,0,0,0
3507,2020-03-04,Central African Republic,0,0,0,0,0,0,0
3508,2020-03-05,Central African Republic,0,0,0,0,0,0,0
3509,2020-03-06,Central African Republic,0,0,0,0,0,0,0
3510,2020-03-07,Central African Republic,0,0,0,0,0,0,0
3511,2020-03-08,Central African Republic,0,0,0,0,0,0,0
3512,2020-03-09,Central African Republic,0,0,0,0,0,0,0
3513,2020-03-10,Central African Republic,0,0,0,0,0,0,0
3514,2020-03-11,Central African Republic,0,0,0,0,0,0,0
3515,2020-03-12,Central African Republic,0,0,0,0,0,0,0
3516,2020-03-13,Central African Republic,0,0,0,0,0,0,0
3517,2020-03-14,Central African Republic,0,0,0,0,0,0,0
3518,2020-03-15,Central African Republic,1,0,0,-1,0,0,1
3519,2020-03-16,Central African Republic,1,0,0,0,0,0,1
3520,2020-03-17,Central African Republic,1,0,0,0,0,0,1
3521,2020-03-18,Central African Republic,1,0,0,0,0,0,1
3522,2020-03-19,Central African Republic,1,0,0,0,0,0,1
3523,2020-03-20,Central African Republic,3,0,0,-2,0,0,3
3524,2020-03-21,Central African Republic,3,0,0,0,0,0,3
3525,2020-03-22,Central African Republic,3,0,0,0,0,0,3
3526,2020-03-23,Central African Republic,3,0,0,0,0,0,3
3527,2020-03-24,Central African Republic,3,0,0,0,0,0,3
3528,2020-03-25,Central African Republic,3,0,0,0,0,0,3
3529,2020-03-26,Central African Republic,3,0,0,0,0,0,3
3530,2020-03-27,Central African Republic,3,0,0,0,0,0,3
3531,2020-03-28,Central African Republic,3,0,0,0,0,0,3
3532,2020-03-29,Central African Republic,3,0,0,0,0,0,3
3533,2020-03-30,Central African Republic,3,0,0,0,0,0,3
3534,2020-03-31,Central African Republic,3,0,0,0,0,0,3
3535,2020-04-01,Central African Republic,3,0,0,0,0,0,3
3536,2020-04-02,Central African Republic,3,0,0,0,0,0,3
3537,2020-04-03,Central African Republic,8,0,0,-5,0,0,8
3538,2020-04-04,Central African Republic,8,0,0,0,0,0,8
3539,2020-04-05,Central African Republic,8,0,0,0,0,0,8
3540,2020-04-06,Central African Republic,8,0,0,0,0,0,8
3541,2020-04-07,Central African Republic,8,0,0,0,0,0,8
3542,2020-04-08,Central African Republic,8,0,0,0,0,0,8
3543,2020-04-09,Central African Republic,8,0,0,0,0,0,8
3544,2020-04-10,Central African Republic,8,0,0,0,0,0,8
3545,2020-04-11,Central African Republic,8,0,0,0,0,0,8
3546,2020-04-12,Central African Republic,8,0,0,0,0,0,8
3547,2020-04-13,Central African Republic,11,3,0,-3,-3,0,8
3548,2020-04-14,Central African Republic,11,4,0,0,-1,0,7
3549,2020-04-15,Central African Republic,12,4,0,-1,0,0,8
3550,2020-04-16,Central African Republic,12,4,0,0,0,0,8
3551,2020-04-17,Central African Republic,12,4,0,0,0,0,8
3552,2020-04-18,Central African Republic,12,4,0,0,0,0,8
3553,2020-04-19,Central African Republic,12,4,0,0,0,0,8
3554,2020-04-20,Central African Republic,12,4,0,0,0,0,8
3555,2020-04-21,Central African Republic,14,10,0,-2,-6,0,4
3556,2020-04-22,Central African Republic,14,10,0,0,0,0,4
3557,2020-04-23,Central African Republic,16,10,0,-2,0,0,6
3558,2020-04-24,Central African Republic,16,10,0,0,0,0,6
3559,2020-04-25,Central African Republic,16,10,0,0,0,0,6
3560,2020-04-26,Central African Republic,19,10,0,-3,0,0,9
3561,2020-04-27,Central African Republic,19,10,0,0,0,0,9
3562,2020-04-28,Central African Republic,50,10,0,-31,0,0,40
3563,2020-04-29,Central African Republic,50,10,0,0,0,0,40
3564,2020-04-30,Central African Republic,50,10,0,0,0,0,40
3565,2020-05-01,Central African Republic,72,10,0,-22,0,0,62
3566,2020-05-02,Central African Republic,72,10,0,0,0,0,62
3567,2020-05-03,Central African Republic,72,10,0,0,0,0,62
3568,2020-05-04,Central African Republic,85,10,0,-13,0,0,75
3569,2020-05-05,Central African Republic,85,10,0,0,0,0,75
3571,2020-01-23,Chad,0,0,0,0,0,0,0
3572,2020-01-24,Chad,0,0,0,0,0,0,0
3573,2020-01-25,Chad,0,0,0,0,0,0,0
3574,2020-01-26,Chad,0,0,0,0,0,0,0
3575,2020-01-27,Chad,0,0,0,0,0,0,0
3576,2020-01-28,Chad,0,0,0,0,0,0,0
3577,2020-01-29,Chad,0,0,0,0,0,0,0
3578,2020-01-30,Chad,0,0,0,0,0,0,0
3579,2020-01-31,Chad,0,0,0,0,0,0,0
3580,2020-02-01,Chad,0,0,0,0,0,0,0
3581,2020-02-02,Chad,0,0,0,0,0,0,0
3582,2020-02-03,Chad,0,0,0,0,0,0,0
3583,2020-02-04,Chad,0,0,0,0,0,0,0
3584,2020-02-05,Chad,0,0,0,0,0,0,0
3585,2020-02-06,Chad,0,0,0,0,0,0,0
3586,2020-02-07,Chad,0,0,0,0,0,0,0
3587,2020-02-08,Chad,0,0,0,0,0,0,0
3588,2020-02-09,Chad,0,0,0,0,0,0,0
3589,2020-02-10,Chad,0,0,0,0,0,0,0
3590,2020-02-11,Chad,0,0,0,0,0,0,0
3591,2020-02-12,Chad,0,0,0,0,0,0,0
3592,2020-02-13,Chad,0,0,0,0,0,0,0
3593,2020-02-14,Chad,0,0,0,0,0,0,0
3594,2020-02-15,Chad,0,0,0,0,0,0,0
3595,2020-02-16,Chad,0,0,0,0,0,0,0
3596,2020-02-17,Chad,0,0,0,0,0,0,0
3597,2020-02-18,Chad,0,0,0,0,0,0,0
3598,2020-02-19,Chad,0,0,0,0,0,0,0
3599,2020-02-20,Chad,0,0,0,0,0,0,0
3600,2020-02-21,Chad,0,0,0,0,0,0,0
3601,2020-02-22,Chad,0,0,0,0,0,0,0
3602,2020-02-23,Chad,0,0,0,0,0,0,0
3603,2020-02-24,Chad,0,0,0,0,0,0,0
3604,2020-02-25,Chad,0,0,0,0,0,0,0
3605,2020-02-26,Chad,0,0,0,0,0,0,0
3606,2020-02-27,Chad,0,0,0,0,0,0,0
3607,2020-02-28,Chad,0,0,0,0,0,0,0
3608,2020-02-29,Chad,0,0,0,0,0,0,0
3609,2020-03-01,Chad,0,0,0,0,0,0,0
3610,2020-03-02,Chad,0,0,0,0,0,0,0
3611,2020-03-03,Chad,0,0,0,0,0,0,0
3612,2020-03-04,Chad,0,0,0,0,0,0,0
3613,2020-03-05,Chad,0,0,0,0,0,0,0
3614,2020-03-06,Chad,0,0,0,0,0,0,0
3615,2020-03-07,Chad,0,0,0,0,0,0,0
3616,2020-03-08,Chad,0,0,0,0,0,0,0
3617,2020-03-09,Chad,0,0,0,0,0,0,0
3618,2020-03-10,Chad,0,0,0,0,0,0,0
3619,2020-03-11,Chad,0,0,0,0,0,0,0
3620,2020-03-12,Chad,0,0,0,0,0,0,0
3621,2020-03-13,Chad,0,0,0,0,0,0,0
3622,2020-03-14,Chad,0,0,0,0,0,0,0
3623,2020-03-15,Chad,0,0,0,0,0,0,0
3624,2020-03-16,Chad,0,0,0,0,0,0,0
3625,2020-03-17,Chad,0,0,0,0,0,0,0
3626,2020-03-18,Chad,0,0,0,0,0,0,0
3627,2020-03-19,Chad,1,0,0,-1,0,0,1
3628,2020-03-20,Chad,1,0,0,0,0,0,1
3629,2020-03-21,Chad,1,0,0,0,0,0,1
3630,2020-03-22,Chad,1,0,0,0,0,0,1
3631,2020-03-23,Chad,1,0,0,0,0,0,1
3632,2020-03-24,Chad,3,0,0,-2,0,0,3
3633,2020-03-25,Chad,3,0,0,0,0,0,3
3634,2020-03-26,Chad,3,0,0,0,0,0,3
3635,2020-03-27,Chad,3,0,0,0,0,0,3
3636,2020-03-28,Chad,3,0,0,0,0,0,3
3637,2020-03-29,Chad,3,0,0,0,0,0,3
3638,2020-03-30,Chad,5,0,0,-2,0,0,5
3639,2020-03-31,Chad,7,0,0,-2,0,0,7
3640,2020-04-01,Chad,7,0,0,0,0,0,7
3641,2020-04-02,Chad,8,0,0,-1,0,0,8
3642,2020-04-03,Chad,8,0,0,0,0,0,8
3643,2020-04-04,Chad,9,0,0,-1,0,0,9
3644,2020-04-05,Chad,9,0,0,0,0,0,9
3645,2020-04-06,Chad,9,0,0,0,0,0,9
3646,2020-04-07,Chad,10,2,0,-1,-2,0,8
3647,2020-04-08,Chad,10,2,0,0,0,0,8
3648,2020-04-09,Chad,11,2,0,-1,0,0,9
3649,2020-04-10,Chad,11,2,0,0,0,0,9
3650,2020-04-11,Chad,11,2,0,0,0,0,9
3651,2020-04-12,Chad,18,2,0,-7,0,0,16
3652,2020-04-13,Chad,23,2,0,-5,0,0,21
3653,2020-04-14,Chad,23,2,0,0,0,0,21
3654,2020-04-15,Chad,23,2,0,0,0,0,21
3655,2020-04-16,Chad,27,5,0,-4,-3,0,22
3656,2020-04-17,Chad,27,5,0,0,0,0,22
3657,2020-04-18,Chad,33,8,0,-6,-3,0,25
3658,2020-04-19,Chad,33,8,0,0,0,0,25
3659,2020-04-20,Chad,33,8,0,0,0,0,25
3660,2020-04-21,Chad,33,8,0,0,0,0,25
3661,2020-04-22,Chad,33,8,0,0,0,0,25
3662,2020-04-23,Chad,33,8,0,0,0,0,25
3663,2020-04-24,Chad,40,8,0,-7,0,0,32
3664,2020-04-25,Chad,46,15,0,-6,-7,0,31
3665,2020-04-26,Chad,46,15,0,0,0,0,31
3666,2020-04-27,Chad,46,15,0,0,0,0,31
3667,2020-04-28,Chad,52,19,2,-6,-4,-2,31
3668,2020-04-29,Chad,52,19,2,0,0,0,31
3669,2020-04-30,Chad,73,33,5,-21,-14,-3,35
3670,2020-05-01,Chad,73,33,5,0,0,0,35
3671,2020-05-02,Chad,117,39,10,-44,-6,-5,68
3672,2020-05-03,Chad,117,39,10,0,0,0,68
3673,2020-05-04,Chad,117,39,10,0,0,0,68
3674,2020-05-05,Chad,170,43,17,-53,-4,-7,110
3676,2020-01-23,Chile,0,0,0,0,0,0,0
3677,2020-01-24,Chile,0,0,0,0,0,0,0
3678,2020-01-25,Chile,0,0,0,0,0,0,0
3679,2020-01-26,Chile,0,0,0,0,0,0,0
3680,2020-01-27,Chile,0,0,0,0,0,0,0
3681,2020-01-28,Chile,0,0,0,0,0,0,0
3682,2020-01-29,Chile,0,0,0,0,0,0,0
3683,2020-01-30,Chile,0,0,0,0,0,0,0
3684,2020-01-31,Chile,0,0,0,0,0,0,0
3685,2020-02-01,Chile,0,0,0,0,0,0,0
3686,2020-02-02,Chile,0,0,0,0,0,0,0
3687,2020-02-03,Chile,0,0,0,0,0,0,0
3688,2020-02-04,Chile,0,0,0,0,0,0,0
3689,2020-02-05,Chile,0,0,0,0,0,0,0
3690,2020-02-06,Chile,0,0,0,0,0,0,0
3691,2020-02-07,Chile,0,0,0,0,0,0,0
3692,2020-02-08,Chile,0,0,0,0,0,0,0
3693,2020-02-09,Chile,0,0,0,0,0,0,0
3694,2020-02-10,Chile,0,0,0,0,0,0,0
3695,2020-02-11,Chile,0,0,0,0,0,0,0
3696,2020-02-12,Chile,0,0,0,0,0,0,0
3697,2020-02-13,Chile,0,0,0,0,0,0,0
3698,2020-02-14,Chile,0,0,0,0,0,0,0
3699,2020-02-15,Chile,0,0,0,0,0,0,0
3700,2020-02-16,Chile,0,0,0,0,0,0,0
3701,2020-02-17,Chile,0,0,0,0,0,0,0
3702,2020-02-18,Chile,0,0,0,0,0,0,0
3703,2020-02-19,Chile,0,0,0,0,0,0,0
3704,2020-02-20,Chile,0,0,0,0,0,0,0
3705,2020-02-21,Chile,0,0,0,0,0,0,0
3706,2020-02-22,Chile,0,0,0,0,0,0,0
3707,2020-02-23,Chile,0,0,0,0,0,0,0
3708,2020-02-24,Chile,0,0,0,0,0,0,0
3709,2020-02-25,Chile,0,0,0,0,0,0,0
3710,2020-02-26,Chile,0,0,0,0,0,0,0
3711,2020-02-27,Chile,0,0,0,0,0,0,0
3712,2020-02-28,Chile,0,0,0,0,0,0,0
3713,2020-02-29,Chile,0,0,0,0,0,0,0
3714,2020-03-01,Chile,0,0,0,0,0,0,0
3715,2020-03-02,Chile,0,0,0,0,0,0,0
3716,2020-03-03,Chile,1,0,0,-1,0,0,1
3717,2020-03-04,Chile,1,0,0,0,0,0,1
3718,2020-03-05,Chile,4,0,0,-3,0,0,4
3719,2020-03-06,Chile,4,0,0,0,0,0,4
3720,2020-03-07,Chile,4,0,0,0,0,0,4
3721,2020-03-08,Chile,8,0,0,-4,0,0,8
3722,2020-03-09,Chile,8,0,0,0,0,0,8
3723,2020-03-10,Chile,13,0,0,-5,0,0,13
3724,2020-03-11,Chile,23,0,0,-10,0,0,23
3725,2020-03-12,Chile,23,0,0,0,0,0,23
3726,2020-03-13,Chile,43,0,0,-20,0,0,43
3727,2020-03-14,Chile,61,0,0,-18,0,0,61
3728,2020-03-15,Chile,74,0,0,-13,0,0,74
3729,2020-03-16,Chile,155,0,0,-81,0,0,155
3730,2020-03-17,Chile,201,0,0,-46,0,0,201
3731,2020-03-18,Chile,238,0,0,-37,0,0,238
3732,2020-03-19,Chile,238,0,0,0,0,0,238
3733,2020-03-20,Chile,434,6,0,-196,-6,0,428
3734,2020-03-21,Chile,537,6,0,-103,0,0,531
3735,2020-03-22,Chile,632,8,1,-95,-2,-1,623
3736,2020-03-23,Chile,746,8,2,-114,0,-1,736
3737,2020-03-24,Chile,922,17,2,-176,-9,0,903
3738,2020-03-25,Chile,1142,22,3,-220,-5,-1,1117
3739,2020-03-26,Chile,1306,22,4,-164,0,-1,1280
3740,2020-03-27,Chile,1610,43,5,-304,-21,-1,1562
3741,2020-03-28,Chile,1909,61,6,-299,-18,-1,1842
3742,2020-03-29,Chile,2139,75,7,-230,-14,-1,2057
3743,2020-03-30,Chile,2449,156,8,-310,-81,-1,2285
3744,2020-03-31,Chile,2738,156,12,-289,0,-4,2570
3745,2020-04-01,Chile,3031,234,16,-293,-78,-4,2781
3746,2020-04-02,Chile,3404,335,18,-373,-101,-2,3051
3747,2020-04-03,Chile,3737,427,22,-333,-92,-4,3288
3748,2020-04-04,Chile,4161,528,27,-424,-101,-5,3606
3749,2020-04-05,Chile,4471,618,34,-310,-90,-7,3819
3750,2020-04-06,Chile,4815,728,37,-344,-110,-3,4050
3751,2020-04-07,Chile,5116,898,43,-301,-170,-6,4175
3752,2020-04-08,Chile,5546,1115,48,-430,-217,-5,4383
3753,2020-04-09,Chile,5972,1274,57,-426,-159,-9,4641
3754,2020-04-10,Chile,6501,1571,65,-529,-297,-8,4865
3755,2020-04-11,Chile,6927,1864,73,-426,-293,-8,4990
3756,2020-04-12,Chile,7213,2059,80,-286,-195,-7,5074
3757,2020-04-13,Chile,7525,2367,82,-312,-308,-2,5076
3758,2020-04-14,Chile,7917,2646,92,-392,-279,-10,5179
3759,2020-04-15,Chile,8273,2937,94,-356,-291,-2,5242
3760,2020-04-16,Chile,8807,3299,105,-534,-362,-11,5403
3761,2020-04-17,Chile,9252,3621,116,-445,-322,-11,5515
3762,2020-04-18,Chile,9730,4035,126,-478,-414,-10,5569
3763,2020-04-19,Chile,10088,4338,133,-358,-303,-7,5617
3764,2020-04-20,Chile,10507,4676,139,-419,-338,-6,5692
3765,2020-04-21,Chile,10832,4969,147,-325,-293,-8,5716
3766,2020-04-22,Chile,11296,5386,160,-464,-417,-13,5750
3767,2020-04-23,Chile,11812,5804,168,-516,-418,-8,5840
3768,2020-04-24,Chile,12306,6327,174,-494,-523,-6,5805
3769,2020-04-25,Chile,12858,6746,181,-552,-419,-7,5931
3770,2020-04-26,Chile,13331,7024,189,-473,-278,-8,6118
3771,2020-04-27,Chile,13813,7327,198,-482,-303,-9,6288
3772,2020-04-28,Chile,14365,7710,207,-552,-383,-9,6448
3773,2020-04-29,Chile,14885,8057,216,-520,-347,-9,6612
3774,2020-04-30,Chile,16023,8580,227,-1138,-523,-11,7216
3775,2020-05-01,Chile,17008,9018,234,-985,-438,-7,7756
3776,2020-05-02,Chile,18435,9572,247,-1427,-554,-13,8616
3777,2020-05-03,Chile,19663,10041,260,-1228,-469,-13,9362
3778,2020-05-04,Chile,20643,10415,270,-980,-374,-10,9958
3779,2020-05-05,Chile,22016,10710,275,-1373,-295,-5,11031
3781,2020-01-23,China,643,30,18,-95,-2,-1,595
3782,2020-01-24,China,920,36,26,-277,-6,-8,858
3783,2020-01-25,China,1406,39,42,-486,-3,-16,1325
3784,2020-01-26,China,2075,49,56,-669,-10,-14,1970
3785,2020-01-27,China,2877,58,82,-802,-9,-26,2737
3786,2020-01-28,China,5509,101,131,-2632,-43,-49,5277
3787,2020-01-29,China,6087,120,133,-578,-19,-2,5834
3788,2020-01-30,China,8141,135,171,-2054,-15,-38,7835
3789,2020-01-31,China,9802,214,213,-1661,-79,-42,9375
3790,2020-02-01,China,11891,275,259,-2089,-61,-46,11357
3791,2020-02-02,China,16630,463,361,-4739,-188,-102,15806
3792,2020-02-03,China,19716,614,425,-3086,-151,-64,18677
3793,2020-02-04,China,23707,843,491,-3991,-229,-66,22373
3794,2020-02-05,China,27440,1115,563,-3733,-272,-72,25762
3795,2020-02-06,China,30587,1477,633,-3147,-362,-70,28477
3796,2020-02-07,China,34110,1999,718,-3523,-522,-85,31393
3797,2020-02-08,China,36814,2596,805,-2704,-597,-87,33413
3798,2020-02-09,China,39829,3219,905,-3015,-623,-100,35705
3799,2020-02-10,China,42354,3918,1012,-2525,-699,-107,37424
3800,2020-02-11,China,44386,4636,1112,-2032,-718,-100,38638
3801,2020-02-12,China,44759,5082,1117,-373,-446,-5,38560
3802,2020-02-13,China,59895,6217,1369,-15136,-1135,-252,52309
3803,2020-02-14,China,66358,7977,1521,-6463,-1760,-152,56860
3804,2020-02-15,China,68413,9298,1663,-2055,-1321,-142,57452
3805,2020-02-16,China,70513,10755,1766,-2100,-1457,-103,57992
3806,2020-02-17,China,72434,12462,1864,-1921,-1707,-98,58108
3807,2020-02-18,China,74211,14206,2003,-1777,-1744,-139,58002
3808,2020-02-19,China,74619,15962,2116,-408,-1756,-113,56541
3809,2020-02-20,China,75077,18014,2238,-458,-2052,-122,54825
3810,2020-02-21,China,75550,18704,2238,-473,-690,0,54608
3811,2020-02-22,China,77001,22699,2443,-1451,-3995,-205,51859
3812,2020-02-23,China,77022,23187,2445,-21,-488,-2,51390
3813,2020-02-24,China,77241,25015,2595,-219,-1828,-150,49631
3814,2020-02-25,China,77754,27676,2665,-513,-2661,-70,47413
3815,2020-02-26,China,78166,30084,2717,-412,-2408,-52,45365
3816,2020-02-27,China,78600,32930,2746,-434,-2846,-29,42924
3817,2020-02-28,China,78928,36329,2790,-328,-3399,-44,39809
3818,2020-02-29,China,79356,39320,2837,-428,-2991,-47,37199
3819,2020-03-01,China,79932,42162,2872,-576,-2842,-35,34898
3820,2020-03-02,China,80136,44854,2914,-204,-2692,-42,32368
3821,2020-03-03,China,80261,47450,2947,-125,-2596,-33,29864
3822,2020-03-04,China,80386,50001,2983,-125,-2551,-36,27402
3823,2020-03-05,China,80537,52292,3015,-151,-2291,-32,25230
3824,2020-03-06,China,80690,53944,3044,-153,-1652,-29,23702
3825,2020-03-07,China,80770,55539,3072,-80,-1595,-28,22159
3826,2020-03-08,China,80823,57388,3100,-53,-1849,-28,20335
3827,2020-03-09,China,80860,58804,3123,-37,-1416,-23,18933
3828,2020-03-10,China,80887,60181,3139,-27,-1377,-16,17567
3829,2020-03-11,China,80921,61644,3161,-34,-1463,-22,16116
3830,2020-03-12,China,80932,62901,3172,-11,-1257,-11,14859
3831,2020-03-13,China,80945,64196,3180,-13,-1295,-8,13569
3832,2020-03-14,China,80977,65660,3193,-32,-1464,-13,12124
3833,2020-03-15,China,81003,67017,3203,-26,-1357,-10,10783
3834,2020-03-16,China,81033,67910,3217,-30,-893,-14,9906
3835,2020-03-17,China,81058,68798,3230,-25,-888,-13,9030
3836,2020-03-18,China,81102,69755,3241,-44,-957,-11,8106
3837,2020-03-19,China,81156,70535,3249,-54,-780,-8,7372
3838,2020-03-20,China,81250,71266,3253,-94,-731,-4,6731
3839,2020-03-21,China,81305,71857,3259,-55,-591,-6,6189
3840,2020-03-22,China,81435,72362,3274,-130,-505,-15,5799
3841,2020-03-23,China,81498,72814,3274,-63,-452,0,5410
3842,2020-03-24,China,81591,73280,3281,-93,-466,-7,5030
3843,2020-03-25,China,81661,73773,3285,-70,-493,-4,4603
3844,2020-03-26,China,81782,74181,3291,-121,-408,-6,4310
3845,2020-03-27,China,81897,74720,3296,-115,-539,-5,3881
3846,2020-03-28,China,81999,75100,3299,-102,-380,-3,3600
3847,2020-03-29,China,82122,75582,3304,-123,-482,-5,3236
3848,2020-03-30,China,82198,75923,3308,-76,-341,-4,2967
3849,2020-03-31,China,82279,76206,3309,-81,-283,-1,2764
3850,2020-04-01,China,82361,76405,3316,-82,-199,-7,2640
3851,2020-04-02,China,82432,76565,3322,-71,-160,-6,2545
3852,2020-04-03,China,82511,76760,3326,-79,-195,-4,2425
3853,2020-04-04,China,82543,76946,3330,-32,-186,-4,2267
3854,2020-04-05,China,82602,77207,3333,-59,-261,-3,2062
3855,2020-04-06,China,82665,77310,3335,-63,-103,-2,2020
3856,2020-04-07,China,82718,77410,3335,-53,-100,0,1973
3857,2020-04-08,China,82809,77567,3337,-91,-157,-2,1905
3858,2020-04-09,China,82883,77679,3339,-74,-112,-2,1865
3859,2020-04-10,China,82941,77791,3340,-58,-112,-1,1810
3860,2020-04-11,China,83014,77877,3343,-73,-86,-3,1794
3861,2020-04-12,China,83134,77956,3343,-120,-79,0,1835
3862,2020-04-13,China,83213,78039,3345,-79,-83,-2,1829
3863,2020-04-14,China,83306,78200,3345,-93,-161,0,1761
3864,2020-04-15,China,83356,78311,3346,-50,-111,-1,1699
3865,2020-04-16,China,83403,78401,3346,-47,-90,0,1656
3866,2020-04-17,China,83760,77552,4636,-357,849,-1290,1572
3867,2020-04-18,China,83787,77614,4636,-27,-62,0,1537
3868,2020-04-19,China,83805,77690,4636,-18,-76,0,1479
3869,2020-04-20,China,83817,77745,4636,-12,-55,0,1436
3870,2020-04-21,China,83853,77799,4636,-36,-54,0,1418
3871,2020-04-22,China,83868,77861,4636,-15,-62,0,1371
3872,2020-04-23,China,83884,77983,4636,-16,-122,0,1265
3873,2020-04-24,China,83899,78109,4636,-15,-126,0,1154
3874,2020-04-25,China,83909,78175,4636,-10,-66,0,1098
3875,2020-04-26,China,83912,78277,4637,-3,-102,-1,998
3876,2020-04-27,China,83918,78374,4637,-6,-97,0,907
3877,2020-04-28,China,83940,78422,4637,-22,-48,0,881
3878,2020-04-29,China,83944,78474,4637,-4,-52,0,833
3879,2020-04-30,China,83956,78523,4637,-12,-49,0,796
3880,2020-05-01,China,83959,78573,4637,-3,-50,0,749
3881,2020-05-02,China,83959,78586,4637,0,-13,0,736
3882,2020-05-03,China,83964,78684,4637,-5,-98,0,643
3883,2020-05-04,China,83966,78792,4637,-2,-108,0,537
3884,2020-05-05,China,83968,78870,4637,-2,-78,0,461
3886,2020-01-23,Colombia,0,0,0,0,0,0,0
3887,2020-01-24,Colombia,0,0,0,0,0,0,0
3888,2020-01-25,Colombia,0,0,0,0,0,0,0
3889,2020-01-26,Colombia,0,0,0,0,0,0,0
3890,2020-01-27,Colombia,0,0,0,0,0,0,0
3891,2020-01-28,Colombia,0,0,0,0,0,0,0
3892,2020-01-29,Colombia,0,0,0,0,0,0,0
3893,2020-01-30,Colombia,0,0,0,0,0,0,0
3894,2020-01-31,Colombia,0,0,0,0,0,0,0
3895,2020-02-01,Colombia,0,0,0,0,0,0,0
3896,2020-02-02,Colombia,0,0,0,0,0,0,0
3897,2020-02-03,Colombia,0,0,0,0,0,0,0
3898,2020-02-04,Colombia,0,0,0,0,0,0,0
3899,2020-02-05,Colombia,0,0,0,0,0,0,0
3900,2020-02-06,Colombia,0,0,0,0,0,0,0
3901,2020-02-07,Colombia,0,0,0,0,0,0,0
3902,2020-02-08,Colombia,0,0,0,0,0,0,0
3903,2020-02-09,Colombia,0,0,0,0,0,0,0
3904,2020-02-10,Colombia,0,0,0,0,0,0,0
3905,2020-02-11,Colombia,0,0,0,0,0,0,0
3906,2020-02-12,Colombia,0,0,0,0,0,0,0
3907,2020-02-13,Colombia,0,0,0,0,0,0,0
3908,2020-02-14,Colombia,0,0,0,0,0,0,0
3909,2020-02-15,Colombia,0,0,0,0,0,0,0
3910,2020-02-16,Colombia,0,0,0,0,0,0,0
3911,2020-02-17,Colombia,0,0,0,0,0,0,0
3912,2020-02-18,Colombia,0,0,0,0,0,0,0
3913,2020-02-19,Colombia,0,0,0,0,0,0,0
3914,2020-02-20,Colombia,0,0,0,0,0,0,0
3915,2020-02-21,Colombia,0,0,0,0,0,0,0
3916,2020-02-22,Colombia,0,0,0,0,0,0,0
3917,2020-02-23,Colombia,0,0,0,0,0,0,0
3918,2020-02-24,Colombia,0,0,0,0,0,0,0
